city,country,count
Rockaway,Unknown,1
"Jacobstown, Nj",Unknown,1
"Governor, Ny",Unknown,1
"Champion, Ny",Unknown,1
Columbia,Unknown,1
Ellsworth,Unknown,1
Bellair,Unknown,1
"Green County, Ny",Unknown,1
"Salem, Nj",Unknown,1
"Elergo, Oh",Unknown,1
Winsted,Unknown,1
Ware,Unknown,1
Lafayette,Unknown,1
Holliston,Unknown,1
Greenwood,Unknown,1
Delphi,Unknown,1
Cocymans,Unknown,1
Barnard,Unknown,1
Agawam,Unknown,1
Hillsborough,USA,1
Wareham Mass,USA,1
Flores,Azores (Portugal),1
Bushwick,USA,1
Hallowell,Maine,1
Marblehaed,USA,1
Raynham,Mass,1
Bath Maine,USA,1
Exeter,N. Hamp.,1
Scituate,R. Isl.,1
Stoughton,USA,1
Orrington,USA,1
Amherst,N. Hamp.,1
Castine,Maine,1
"New Bedford,Ms",USA,1
New,USA,1
Ireland/New Bedford,Unknown,1
Simsbury,Unknown,1
Chremont Haver ?,Unknown,1
"Scruple, Oswego County, Ny",Unknown,1
"Westminister, Ma",Unknown,1
"Portsmouth, Ri",Unknown,1
"Bridgewater, Ny",Unknown,1
"Mamaroneck, Ny",Unknown,1
"Tusin, Ny",Unknown,1
"Ancrum, Ny",Unknown,1
"Pennington, Ny",Unknown,1
"Middlebury, Vt",Unknown,1
"Danby, Ct",Unknown,1
"Pownal, Me",Unknown,1
"Sweden, Vt",Unknown,1
Old Town,USA,1
Pensacola,Unknown,1
"Hebron, Ct",Unknown,1
"Williamsport, Pa",Unknown,1
"Columbia, So. America",Unknown,1
"Canton, Me",Unknown,1
Western Ny,Unknown,1
Hubbards Corner,Unknown,1
"Bow, Nh",Unknown,1
"East Monsville, Nc",Unknown,1
"Chester, Vt",Unknown,1
"Amherst, Ma/ Dartmouth, Ma",Unknown,1
London,Great Britain,1
Columbia Co.,USA,1
Oxford,Great Britain,1
Drummond,USA,1
Glen Cove,USA,1
Bloomingdale,USA,1
"South Hanly, Ma",USA,1
Brandywine,USA,1
Savoy Lake,USA,1
Harrington,USA,1
Monmouthshire,Great Britain,1
"New London, Ct",Society Islands?,1
Finland?,Ireland?,1
Australia,Great Britain,1
Toronto,Canada,1
Quebec,Canada,1
St. Charles,Central America,1
Caldwell,USA,1
Canton,USA,1
Saco,USA,1
New Haven,Europe,1
Unknown,Europe,1
North Mansfield,USA,1
Bravo[,Cape De Verdes],1
St. Nicholas,Cape De Verde,1
Keyport,USA,1
Hanson,USA,1
Hanson,(Me.),1
Berwick,Me.,1
"Brutus, Ny",Unknown,1
"Frankfort, Ny",Unknown,1
"Burn, Ny",Unknown,1
"Fort Edwards, Ny",Unknown,1
"Lansing, Ny",Unknown,1
"Batsturn, Nj",Unknown,1
Prince George County,Unknown,1
Wells,Unknown,1
West Chester,USA,1
Leipsic,USA,1
Stockport,USA,1
South Hampton,Unknown,1
Otis,USA,1
Platts Ferry?,USA,1
"Mystic, Ct",USA,1
Rhionsiew?,France,1
S?,USA,1
"Westerly, Ri",USA,1
Whitestown,USA,1
Frederick Co.,USA,1
Oswego Co.,USA,1
"Parsonsfield, Me",Unknown,1
"Lime, Ct",Unknown,1
"Lenox, Ny",Unknown,1
"Hyde Park, Ny",Unknown,1
"Fulton, Pa",Unknown,1
"Cortlandville, Ny",Unknown,1
"Clinton, Nj",Unknown,1
"Winthrop, Me",Unknown,1
"Windsor Locks, Ct",Unknown,1
"Sheffield, Ct",Unknown,1
"Rockaway, Nj",Unknown,1
"Palmyra, Ny",Unknown,1
"Groveland, Mich",Unknown,1
"Greenborough, Vt",Unknown,1
"Brewster, Ct",Unknown,1
"Avon, Ny",Unknown,1
"Guildhall, Vt",Unknown,1
Saint Louis Mo,Unknown,1
"Hanover, Prussia",Unknown,1
"Dublin, Ireland",Unknown,1
"Norwich City, Ct",Unknown,1
"North Salem, Ny",Unknown,1
"Long Island, Ny",Unknown,1
"Danbury, Vt",Unknown,1
"Central Falls, Ri",Unknown,1
"Carlton, Vt",Unknown,1
"Belmont, Nh",Unknown,1
Azores Islands,Unknown,1
"South Hampton, Li",Unknown,1
"Samboanga, Java",Unknown,1
New Bedford/Westport,Unknown,1
Fogo Cape Verde,Unknown,1
Falmouth/Sandwich,Unknown,1
English Channel,Unknown,1
"Handeville, Ma",Unknown,1
"Berlin, Germany",Unknown,1
Arica,Unknown,1
Putnam,Unknown,1
"Ashmont, Ma",Unknown,1
"Vineyard Haven, Ma",Unknown,1
"North Dartmouth, Ma",Unknown,1
"Tahiti, Society Is",Unknown,1
Loando,Unknown,1
"Jamaica, West Indies",Unknown,1
Valparaiso,Unknown,1
"Cabenda, Africa [Angola]",Unknown,1
"Marlboro, Ma",Unknown,1
New Bedford,Gr. Britain,1
Cape Da Verde,Island Of St. Vincent,1
"Berkley, Ma",Unknown,1
"Georgia, Vt",Unknown,1
"Temple, Me",Unknown,1
Foreigner,Unknown,1
Portage,Unknown,1
Philadelpphia,Unknown,1
Warsaw,Unknown,1
Davenport,Unknown,1
"Fair Haven, Ma",Unknown,1
Montville,Unknown,1
"Essex, Ct.",Unknown,1
"Ashford, Ct",Unknown,1
"Steuben, Ny",Unknown,1
West Hampton,USA,1
Nantz,France,1
Grafton,USA,1
Fabius,USA,1
East Pork,USA,1
Callis,USA,1
Ravenna,USA,1
Newberg,USA,1
Eaton,Unknown,1
Armenia,Unknown,1
"Wiscasset, Me",Unknown,1
"Stepney, Ct",Unknown,1
Sanbury,Unknown,1
"Middletown Point, Ct",Unknown,1
Guayaquil,Unknown,1
Medford,USA,1
Westport,United Sates,1
Fairhaven,United Sates,1
Kenebec,USA,1
"Warsink, Ny",Unknown,1
"Westchester County, Ny",Unknown,1
"Summrstown, Ny",Unknown,1
"Washington, Pa",Unknown,1
"Rock River, Ohio",Unknown,1
"Harlem, Ny",Unknown,1
"Easton, Va",Unknown,1
Orurute,Unknown,1
Laneborough,Unknown,1
Groves End,Unknown,1
"Meadeville, Pa",Unknown,1
"Mauntins, Ny",Unknown,1
Scituate,Rode Island,1
Unknown,African Black,1
Unknown,Irishmon,1
Westmorelond,Newhampshire,1
Vermont,Vermont,1
Eastport,Maine,1
Newmarket,Newhampshire,1
Somersworth,Newhampshire,1
Hingham,Massachusetts,1
(Rockaway)(Rothaway),Long Island,1
New Boston,Newhampshire,1
Wakefield,Newhampshire,1
New Berry,Massachusetts,1
"Delaware, Ny",Unknown,1
"Norton, Me",Unknown,1
"Leesville, Ny",Unknown,1
"West Farm, Ny",Unknown,1
"Wilton, Me",Unknown,1
"West Springfield, Ma",Unknown,1
"Sandy Hill, Ny",Unknown,1
"Cornish, Me",Unknown,1
"Burlington, Ny",Unknown,1
"Boylston, Ny",Unknown,1
"Macon, Ga",Unknown,1
Caselton,Unknown,1
"Bordingham, Me",Unknown,1
"Bllain, Md",Unknown,1
Germany/Philadelphia),Unknown,1
"Strasbourg, France",Unknown,1
"Mazatlan, Mex",Unknown,1
Marquesas Islands,Unknown,1
"Brookline, Nh",Unknown,1
"Salisbury, Md",Unknown,1
"Plainfiled, Ct",Unknown,1
N. Bedford,USA,1
City Of New York,USA,1
New Bedford,Denmark,1
"Westfield, Ct",Unknown,1
"Wamajaunk, Pa",Unknown,1
"Monticello, Ny",Unknown,1
Dover Plains,Unknown,1
"Canajoharie, Ny",Unknown,1
"Topsham, Va",Unknown,1
"Summitt, Ny",Unknown,1
"Montezuma, Ny",Unknown,1
"Johnstown, Ny",Unknown,1
"Hudson Co, Ny",Unknown,1
"Haynesville, Me",Unknown,1
"Fredonia, Ny",Unknown,1
"Burbeck, Pa",Unknown,1
"Harvard, Ma",Unknown,1
Society Islands,Unknown,1
"Hanover, Germany",Unknown,1
Sansbery,Unknown,1
"Nahoo, Hawaii",Unknown,1
Madeira Islands,Unknown,1
Kittery,Unknown,1
Yorktown,Unknown,1
Leominster,Unknown,1
"Appleton, Wi",Unknown,1
Sheldon,Unknown,1
"Durham, Me",Unknown,1
"Dorchester County, Md",Unknown,1
"Rome, Oneida County, Ny",Unknown,1
"Sherburne, Ny",Unknown,1
"Plainfield, Ct",Unknown,1
"New Miffin, Ct",Unknown,1
"Smithtown, Ny",Unknown,1
"Huntington, Vt",Unknown,1
"Haverstraw, Ny",Unknown,1
Felkin,USA,1
New York,Scotland,1
New York,Switzerland,1
German Flats,USA,1
Peekskill,New York,1
Sumberland[?],USA,1
Lancester,USA,1
Sunny? Plains,USA,1
Rush,USA,1
Old Warwick,USA,1
Waltham,USA,1
Kingston,Jamaica,1
Onondaga,USA,1
Woborn,USA,1
Greensborough,USA,1
Holden,USA,1
Canterbury,USA,1
Wellfleet,USA,1
"Pomfret, Ct",USA,1
Haventrea,Ny?,1
Chemung Co.,USA,1
Unknown,Western Islands,1
Goshen,USA,1
Norwich Falls,USA,1
Clinton,USA,1
Cape De Verde,Cape De Verde Islands,1
Argyle,USA,1
"Huntington, Pa",Germany,1
New York,Ireland,1
St. Joseph,Portugal,1
East Hampton,Portugal,1
Brava,USA,1
Lansinburgh,USA,1
Lima,USA,1
Mauspiela?,USA,1
Westchester,USA,1
Chenango Bromacho,USA,1
Zanesville,USA,1
Upton,USA,1
Northumberland,USA,1
Dryden Co.,USA,1
"West Newbury, Ma",Unknown,1
"Suffolk Co., Ny",Unknown,1
"Perry Co, Pa",Unknown,1
"Marseilles, Ny",Unknown,1
"Easton, Ma",Unknown,1
"Alleghany, Pa",Unknown,1
"Vienna, Ny",Unknown,1
"Jericho, Ny",Unknown,1
"Colchester, Ct",Unknown,1
"Charlotte Hall, Md",Unknown,1
"Billingham, Ma",Unknown,1
"Barlow, Oh",Unknown,1
Rockaway Nj,Unknown,1
"Tallahassee, Fl",Unknown,1
"Mendon, Ny",Unknown,1
"Duansburg, Ny",Unknown,1
"Turner, Me",Unknown,1
Green Co.,Unknown,1
"Orange Co., Ny",Unknown,1
"Atlanta, Ga",Unknown,1
"Alexandria, Ma",Unknown,1
"York, Me",Unknown,1
"West Poylston, Ma",Unknown,1
"Parkman, Me",Unknown,1
"Lebanon, Me",Unknown,1
"Keeseville, Vt",Unknown,1
West Stockbridge,Unknown,1
"New Albany, Md",Unknown,1
Key Port,Unknown,1
"Dewitt, Ny",Unknown,1
"Delhi, Ny",Unknown,1
"Belfast, Ny",Unknown,1
"Uncasville, Ct",Unknown,1
"Suffield, Ct",Unknown,1
"Chatham, Nb",Unknown,1
"Warren, Ma",Unknown,1
"Dana, Ma",Unknown,1
"Strafford, Nh",Unknown,1
"Alexander, Nh",Unknown,1
"Stanford, Ct",Unknown,1
"Moorestown, Nj",Unknown,1
"Goshen, Ny",Unknown,1
"Waltham, Ma",Unknown,1
"Wallingford, Vt",Unknown,1
"Sanford, Me",Unknown,1
"Raynham, Ma",Unknown,1
"Morica, Ny",Unknown,1
"Milna, Ny",Unknown,1
"Exeter, Pa",Unknown,1
"Duncansville, Pa",Unknown,1
"Amonia, Ct",Unknown,1
"Allentown, Nj",Unknown,1
Boston,Foreign,1
Malta,Unknown,1
"Kingston, Jamaica",Unknown,1
Cohveton Ny,Unknown,1
"Berlin, Russia",Unknown,1
Saint Eustasius,Unknown,1
Stonington,Cape De Verde Islands,1
Little Egg Harbor,USA,1
New Town,USA,1
New York,Wales,1
North Stonington,Great Britain,1
Macon,USA,1
Wayne Co.,USA,1
"Noank, Ct",USA,1
Brewster,USA,1
Andover,USA,1
Middlebrook,USA,1
Townsend,USA,1
Castine,USA,1
Unknown,Africa,1
Hallowel,USA,1
New Bedford,Apprentiss,1
Wareham,United States Of America,1
Taunton,United States Of America,1
New Bedford,Italy,1
Boston,Scotland,1
Baltimore,United States Of America,1
Wiscasett,USA,1
Boston,German,1
Ellsworth,USA,1
Hampstead,USA,1
Unknown,(Waohoo),1
"Columbia, South America",Unknown,1
"New London, Nh",Unknown,1
Wethersfield,Unknown,1
"Lowelll, Ma",Unknown,1
Classville,Unknown,1
"Bakersfield, Vt",Unknown,1
"White Plains, Ny",Unknown,1
Rock Island,Unknown,1
"Portersville, Ct",Unknown,1
"Merrimack, Nh",Unknown,1
Kent Co. Md,Unknown,1
Sing Sing,USA,1
Sterling,USA,1
New York,Usa (Naturalized),1
Cape Cod,USA,1
St. Augustine,USA,1
Kingston,Ny,1
Meredith,USA,1
Jacksonville,USA,1
Coeymans,USA,1
"Bristol, Ri",USA,1
Glastonbury?,USA,1
?,Unknown,1
Galveston,USA,1
Mew Bedford,Unknown,1
(New Bedford),USA,1
Chilmar,USA,1
Windsor Connt.,USA,1
Somersett,USA,1
[Kingston,N.J.],1
New Bedford,Portuguese,1
Bonivesta,Portuguese,1
Harvard,USA,1
Leverett,USA,1
Charlston,S.C.,1
[Keen],USA,1
Harmony,USA,1
Augusta,Ga.,1
Coblers Hill,USA,1
"Brainard, Ny",Unknown,1
"Boyleston, Ma",Unknown,1
Stranburg,Unknown,1
"Nuremburg, Germany",Unknown,1
"Lancaster, England",Unknown,1
"Gloucester, Nj",Unknown,1
"Cumming, Ga",Unknown,1
"Chester, Pa",Unknown,1
Saint Marys,Unknown,1
"Mashpe, Ma",Unknown,1
Indian Territory,Unknown,1
Dresden,Unknown,1
"Newton, Nh",Unknown,1
"Conway, Ma",Unknown,1
Usa,Great Britain,1
New London,Us,1
Irishman,Unknown,1
"Charleston, Ri",USA,1
East Windsor,USA,1
Wiscasset,USA,1
Alva,Maine,1
New York,Great Lituratre,1
Bordeaux,France,1
Ridgefield,USA,1
Newmarket,USA,1
Brickfield,USA,1
New Bedford,(English),1
Albany Nyork,USA,1
New Bedford,English,1
Farmington Me.,USA,1
Portsmith R.I.,USA,1
Albany N.Y.,USA,1
West Bridgewater,United States Of America,1
Tiverton R.I.,United States Of America,1
Morristown,USA,1
East New York,USA,1
Fair Haven Mass,USA,1
Topsham Maine,USA,1
Cork,Ireland,1
Industry,Maine,1
"Hallowell, Maine",USA,1
Chilmark Mass,USA,1
Granville,USA,1
Mashpee,Mass,1
Lexington,Mass,1
Taunton,Mass,1
Edgartown Mass,USA,1
[Bedford] Mass,USA,1
Exeter N. Hampshire,USA,1
Little Compton R.I.,USA,1
New Bedford Mass,Portugal,1
Baltimore Md,USA,1
Sandwich Mass,USA,1
Billerica Mass,USA,1
Saugus Mass,USA,1
Tyingsboro Mass,USA,1
Cumberland Ri,USA,1
Portland Maine,USA,1
Deer Isle Maine,USA,1
Woodstock,Conn,1
Holmes Hole Vinyd,USA,1
Chatham Mass,USA,1
Dartmouth Mass,USA,1
Lyndborough Nh,USA,1
S. Kingston Ri,USA,1
St Geoerge,Maine,1
Sheffield,Mass,1
Dover,Maine,1
Tiverton Ri,USA,1
Lancaster,Penn,1
Hudson Ny,USA,1
Holmes Hole [-],USA,1
Fayal,Portugal,1
Fayal,USA,1
Stoddard N.H.,USA,1
Greenwich Mass,USA,1
Thorton Nh,USA,1
Embden,USA,1
Gardner,USA,1
New Bedford,France,1
Wells River,Unknown,1
"Newfoundland, Nj",Unknown,1
Macon,Unknown,1
Machias,Unknown,1
"Big Grove, Il",Unknown,1
"Accomac Co., Wa",Unknown,1
